year,googleknowlege_occupation,show,group,raw_guest_list
2010,actor,3/29/10,acting,ben stiller
2010,writer,3/3/10,media,lynne olson
2010,actor,3/30/10,acting,robin williams
2010,journalist,3/31/10,media,roxana saberi
2010,actor,3/4/10,acting,scott patterson
2010,accountant,3/8/10,misc,harry markopolos
2010,author,3/9/10,media,marc thiessen
2010,television host,4/1/10,media,liz claman
2010,actor,4/12/10,acting,bryan cranston
2010,television host,4/13/10,media,rachel maddow
2010,diplomat,4/14/10,government,richard burt
2010,actor,4/15/10,acting,tracy morgan
2010,us representative,4/19/10,politician,john dingell
2010,author,4/20/10,media,john m. o'hara
2010,author,4/21/10,media,fred pearce
2010,actress,4/22/10,acting,zoe saldana
2010,epa administrator,4/26/10,government,lisa p. jackson
2010,author,4/27/10,media,richard whittle
2010,former mayor of cincinnati,4/28/10,politician,ken blackwell
2010,actor,4/29/10,acting,michael caine
2010,professor,4/5/10,academic,reza aslan
2010,author,4/6/10,media,captain richard phillips
2010,actor,4/7/10,acting,steve carell
2010,journalist,4/8/10,media,david remnick
2010,historian,5/10/10,academic,jack rakove
2010,journalist,5/11/10,media,sebastian junger
2010,director,5/12/10,media,michael patrick king
2010,political scientist,5/13/10,consultant,ian bremmer
2010,journalist,5/3/10,media,jonathan eig
2010,former first lady of the united states,5/4/10,politician,rosalynn carter
2010,editor,5/5/10,media,jon meacham
2010,chef,5/6/10,misc,mario batali
2010,aei president,6/1/10,advocacy,arthur c. brooks
2010,former governor of minnesota,6/10/10,politician,tim pawlenty
2010,actress,6/14/10,acting,betty white
2010,professor,6/15/10,academic,james m. tabor
2010,comedian,6/16/10,comedy,louis c.k.
2010,former us senator,6/17/10,politician,fred thompson
2010,actor,6/2/10,acting,morgan freeman
2010,film director,6/21/10,media,josh fox
2010,actress,6/22/10,acting,cameron diaz
2010,physician,6/23/10,science,dr. connie mariano
2010,actor,6/24/10,acting,adam sandler and chris rock
2010,comedian,6/24/10,comedy,adam sandler and chris rock
2010,former senior advisor to the presidnet,6/28/10,political aide,david axelrod
2010,actor,6/29/10,acting,helen mirren
2010,actor,6/3/10,acting,jonah hill
2010,soccer player,6/30/10,athletics,landon donovan and bob bradley
2010,soccer manager,6/30/10,athletics,landon donovan and bob bradley
2010,actor,6/7/10,acting,john c. reilly
2010,author,6/8/10,media,christopher hitchens
2010,geneticist,6/9/10,academic,spencer wells
2010,author,7/1/10,media,jere van dyk
2010,author,7/26/10,media,william rosen
2010,journalist,7/27/10,media,fareed zakaria
2010,writer,7/28/10,media,robert o'connell
2010,actor,7/29/10,acting,liev schreiber
2010,actor,7/5/10,acting,denis leary
2010,actress,7/6/10,acting,julianne moore
2010,writer,7/7/10,media,daniel okrent
2010,novelist,7/8/10,media,marilynne robinson
2010,actor,8/10/10,acting,jason bateman
2010,actress,8/11/10,acting,laura linney
2010,rock band,8/12/10,musician,arcade fire
2010,actress,8/16/10,acting,emma thompson
2010,former us representative,8/17/10,politician,dick armey
2010,author,8/18/10,media,edward p. kohn
2010,actress,8/19/10,acting,jennifer aniston
2010,author,8/2/10,media,mary roach
2010,former governor of illinois,8/23/10,politician,rod blagojevich
2010,journalist,8/24/10,media,brian williams
2010,actress,8/25/10,acting,drew barrymore
2010,former mayor of new york city,8/26/10,politician,michael bloomberg
2010,actor,8/3/10,acting,will ferrell (the interview also featured rob riggle
2010,journalist,8/4/10,media,bruce b. henderson
2010,university professor,8/5/10,academic,akbar ahmed
2010,actor,9/13/10,acting,ben affleck
2010,former british prime minister,9/14/10,politician,tony blair
2010,actor,9/15/10,acting,jon hamm
2010,president,9/16/10,politician,president bill clinton
2010,presidnet,9/20/10,politician,president jimmy carter
2010,actress,9/21/10,acting,sigourney weaver
2010,actor,9/22/10,acting,edward norton
2010,king,9/23/10,politician,h.m. abdullah ii
2010,television host,9/27/10,media,bill o'reilly
2010,author,9/28/10,media,arianna huffington
2010,journalist,9/29/10,media,linda polman
2010,singer-songwriter,9/30/10,musician,justin timberlake
2010,consultant,9/7/10,political aide,tim gunn
2010,united states senator,9/8/10,politician,tim kaine
2010,columnist,9/9/10,media,meghan mccain
2011,actor,1/10/11,acting,denis leary
2011,actor,1/11/11,acting,colin firth
2011,former governor of minnesota,1/12/11,politician,tim pawlenty
2011,film director,1/13/11,media,ron howard
2011,broadcaster,1/17/11,media,peter bergen
2011,astrophysicist,1/18/11,science,neil degrasse tyson
2011,baseball player,1/19/11,athletics,paul clemens
2011,political satirist,1/20/11,media,kambiz hosseini and saman arbabi
2011,journalist,1/20/11,media,kambiz hosseini and saman arbabi
2011,author,1/24/11,media,anand giridharadas
2011,actor,1/25/11,acting,james franco
2011,journalist,1/26/11,media,jonathan alter
2011,business magnate,1/27/11,business,t. boone pickens
2011,actor,1/3/11,acting,paul giamatti
2011,busines magnate,1/31/11,business,bill gates
2011,united states senator,1/4/11,politician,kirsten gillibrand
2011,internet entrepreneur,1/5/11,business,jimmy wales
2011,stand-up comedian,1/6/11,comedy,patton oswalt
2011,journalist,10/17/11,media,ellen schultz
2011,journalist,10/18/11,media,calvin trillin
2011,minister,10/19/11,clergy,al sharpton
2011,journalist,10/20/11,media,richard brookhiser
2011,puppeteer,10/24/11,media,kevin clash
2011,writer,10/25/11,media,walter isaacson
2011,physicist,10/26/11,science,lisa randall
2011,legal analyst,10/27/11,misc,andrew napolitano
2011,journalist,10/3/11,media,thomas friedman
2011,actress,10/31/11,acting,mindy kaling
2011,author,10/4/11,media,michael lewis
2011,actor,10/5/11,acting,hugh jackman
2011,actor,10/6/11,acting,jason sudeikis
2011,former us secretary of state,11/1/11,politician,condoleezza rice
2011,actor,11/10/11,acting,adam sandler
2011,peace activist,11/14/11,advocacy,leymah gbowee
2011,astronaut,11/15/11,science,mark kelly
2011,film actress,11/16/11,acting,diane keaton
2011,director,11/17/11,media,martin scorsese
2011,journalist,11/2/11,media,tom brokaw
2011,author,11/28/11,media,merrill markoe
2011,actress,11/29/11,acting,betty white
2011,singer-songwriter,11/3/11,musician,brad paisley
2011,singer-songwriter,11/30/11,musician,bono
2011,actor,11/7/11,acting,clint eastwood
2011,us president,11/8/11,politician,bill clinton
2011,minority leader of the united states house of representatives,11/9/11,politician,nancy pelosi
2011,sportscaster,12/1/11,media,bob costas
2011,chef,12/12/11,misc,anne burrell
2011,academic,12/13/11,academic,lawrence lessig
2011,us official,12/14/11,government,melody barnes
2011,actor,12/15/11,acting,matt damon
2011,photojournalist,12/5/11,media,ben lowy
2011,actor,12/6/11,acting,jonah hill
2011,actor,12/7/11,acting,ralph fiennes
2011,political figure,12/8/11,politician,ed gillespie
2011,former lieutenant governor of maryland,2/1/11,politician,michael steele
2011,economist,2/14/11,academic,edward glaeser
2011,actress,2/15/11,acting,january jones
2011,journalist,2/16/11,media,brian williams
2011,political figure,2/17/11,politician,ed gillespie
2011,actor,2/2/11,acting,matthew perry
2011,journalist,2/21/11,media,lisa ling
2011,journalist,2/22/11,media,anderson cooper
2011,former secretary of defense,2/23/11,politician,donald rumsfeld
2011,economist,2/24/11,academic,austan goolsbee
2011,radio personality,2/28/11,media,howard stern
2011,admiral,2/3/11,military,admiral michael mullen
2011,prince,3/1/11,politician,prince zeid ra'ad
2011,actor,3/10/11,acting,trey parker & matt stone
2011,actor,3/10/11,acting,trey parker & matt stone
2011,professor,3/2/11,academic,allison stanger
2011,author,3/21/11,media,sarah vowell
2011,author,3/22/11,media,t.j. english
2011,comedian,3/23/11,comedy,richard lewis
2011,news anchor,3/24/11,media,bret baier
2011,professor,3/28/11,academic,dr. mansour el-kikhia[4]
2011,physician,3/29/11,science,dr. miguel angelo laporta nicolelis[6]
2011,historian,3/3/11,academic,diane ravitch
2011,actor,3/30/11,acting,jake gyllenhaal[8]
2011,stand-up comedian,3/31/11,comedy,norm macdonald[10]
2011,united states senate member,3/7/11,politician,rand paul
2011,author,3/8/11,media,brian christian
2011,film actor,3/9/11,acting,aaron eckhart
2011,rock band,4/11/11,musician,foo fighters
2011,former governor of massachusetts,4/12/11,politician,deval patrick
2011,actor,4/13/11,acting,tracy morgan
2011,comedian,4/14/11,comedy,ricky gervais
2011,journalist,4/25/11,media,gigi ibrahim
2011,us senator,4/26/11,politician,elizabeth warren
2011,us senator,4/27/11,politician,bernie sanders
2011,writer,4/28/11,media,william cohan
2011,actor,4/4/11,acting,billy crystal
2011,stand-up comedian,4/5/11,comedy,colin quinn
2011,former governor of arkansas,4/6/11,politician,mike huckabee
2011,celbrity chef,4/7/11,misc,jamie oliver
2011,actor,5/10/11,acting,will ferrell
2011,actor,5/11/11,acting,albert brooks
2011,actress,5/12/11,acting,kristen wiig
2011,journalist,5/16/11,media,jon ronson
2011,journalist,5/17/11,media,annie jacobsen
2011,historian,5/18/11,academic,richard beeman
2011,epa administrator,5/19/11,government,lisa p. jackson
2011,lawyer,5/2/11,misc,philip k. howard
2011,television host,5/3/11,media,rachel maddow
2011,comedian,5/31/11,comedy,jimmy fallon[12]
2011,author,5/4/11,media,david barton
2011,editor,5/5/11,media,jon meacham
2011,actress,5/9/11,acting,keira knightley
2011,former white house press secretary,6/1/11,political aide,bill moyers
2011,journalist,6/13/11,media,alex prud'homme
2011,director,6/14/11,media,j.j. abrams
2011,actor,6/15/11,acting,trey parker & matt stone
2011,actor,6/15/11,acting,trey parker & matt stone
2011,american football quarterback,6/2/11,athletics,tim tebow
2011,former mayor of new orleans,6/20/11,politician,ray nagin
2011,actress,6/21/11,acting,cameron diaz
2011,professor,6/22/11,academic,mitchell zuckoff
2011,journalist,6/23/11,media,bruce headlam
2011,actress,6/27/11,acting,jennifer aniston
2011,comedian,6/28/11,comedy,louis c.k.
2011,actor,6/29/11,acting,tom hanks
2011,commentator,6/30/11,media,bill kristol
2011,journalist,6/6/11,media,maziar bahari
2011,journalist,6/7/11,media,fareed zakaria
2011,television host,6/8/11,media,larry king
2011,biographer,6/9/11,media,howard wasdin
2011,actor,7/11/11,acting,denis leary
2011,singer,7/12/11,musician,kid rock
2011,economist,7/13/11,academic,matthew richardson
2011,military,7/14/11,military,leroy petry
2011,actor,7/18/11,acting,daniel radcliffe
2011,former president of pakistan,7/19/11,politician,pervez musharraf
2011,actor,7/20/11,acting,steve carell
2011,author,7/21/11,media,scott miller
2011,actor,7/25/11,acting,neil patrick harris
2011,journalist,7/26/11,media,juan williams
2011,film actress,7/27/11,acting,rachel weisz
2011,diplomat,7/28/11,government,peter tomsen
2011,actress,8/1/11,acting,freida pinto
2011,lawyer,8/10/11,misc,john coffee
2011,journalist,8/11/11,media,michael wallis
2011,television host,8/15/11,media,ali velshi
2011,actor,8/16/11,acting,matt long
2011,former lieutenant governor of maryland,8/17/11,politician,michael steele
2011,actress,8/18/11,acting,anne hathaway
2011,actor,8/2/11,acting,jason bateman
2011,economist,8/3/11,academic,austan goolsbee
2011,us senator,8/4/11,politician,dick durbin
2011,author,8/8/11,media,mark adams
2011,journalist,8/9/11,media,jay bahadur
2011,admiral,9/12/11,military,admiral michael mullen
2011,journalist,9/13/11,media,jim lehrer
2011,hip-hop artist,9/14/11,musician,common
2011,author,9/15/11,media,caroline kennedy
2011,journalist,9/20/11,media,ron suskind
2011,former governor of indiana,9/21/11,politician,mitch daniels
2011,former governor of michigan,9/22/11,politician,jennifer granholm
2011,former u.s. congressman,9/26/11,politician,ron paul
2011,actor,9/27/11,acting,seth rogen
2011,television host,9/28/11,media,bill o'reilly
2011,singer,9/29/11,musician,tony bennett
2011,former governor of louisiana,9/6/11,politician,buddy roemer
2011,neurosurgeon,9/7/11,science,dr. sanjay gupta
2011,actress,9/8/11,acting,marion cotillard
2012,legal analyst,1/10/12,misc,andrew napolitano
2012,former us senator,1/11/12,politician,jim demint
2012,singer-songwriter,1/12/12,musician,dolly parton
2012,correspondent,1/16/12,media,jodi kantor
2012,actor,1/17/12,acting,liam neeson
2012,journalist,1/18/12,media,joe nocera
2012,actress,1/19/12,acting,elizabeth banks
2012,former hhs secretary,1/23/12,politician,kathleen sebelius
2012,us senator,1/24/12,politician,elizabeth warren
2012,writer,1/25/12,media,paula broadwell
2012,actress,1/26/12,acting,tilda swinton
2012,basketball player,1/3/12,athletics,charles barkley
2012,television personality,1/30/12,media,lou dobbs
2012,professor,1/31/12,academic,jonathan macey
2012,historian,1/4/12,academic,elizabeth dowling taylor
2012,author,1/5/12,media,craig shirley
2012,film director,1/9/12,media,george lucas
2012,former governor of california,10/1/12,politician,arnold schwarzenegger
2012,basketball player,10/10/12,athletics,magic johnson
2012,film director,10/11/12,media,paul thomas anderson
2012,author,10/15/12,media,j. k. rowling
2012,author,10/16/12,media,eugene jarecki
2012,statistician,10/17/12,media,nate silver
2012,president,10/18/12,politician,president barack obama
2012,actor,10/2/12,acting,liam neeson
2012,actor,10/22/12,acting,d. l. hughley
2012,actor,10/23/12,acting,gerard butler
2012,military,10/24/12,military,dakota meyer
2012,minority leader of the united states house of representatives,10/25/12,politician,nancy pelosi
2012,united states senate member,10/3/12,politician,rand paul
2012,journalist,10/31/12,media,jon ronson
2012,television host,10/4/12,media,bill o'reilly
2012,musician,10/8/12,musician,pete townshend
2012,actor,10/9/12,acting,ben affleck
2012,journalist,11/1/12,media,bob woodruff
2012,former governor of arkansas,11/12/12,politician,mike huckabee
2012,actor,11/13/12,acting,jason sudeikis
2012,editor,11/14/12,media,jon meacham
2012,legal analyst,11/15/12,misc,andrew napolitano
2012,author,11/26/12,media,david nasaw
2012,business magnate,11/27/12,business,warren buffett and carol loomis
2012,journalist,11/27/12,media,warren buffett and carol loomis
2012,singer-songwriter,11/28/12,musician,neil young
2012,journalist,11/29/12,media,calvin trillin
2012,reporter,11/5/12,media,martha raddatz
2012,na,11/6/12,na,election night: this ends now
2012,statistician,11/7/12,media,nate silver
2012,film director,11/8/12,media,katie dellamaggiore and pobo efekoro
2012,chess player,11/8/12,misc,katie dellamaggiore and pobo efekoro
2012,canon,12/10/12,clergy,bishop gene robinson
2012,actress,12/11/12,acting,laura linney
2012,us senator,12/12/12,politician,cory booker
2012,actress,12/13/12,acting,kristen stewart
2012,actor,12/3/12,acting,denis leary
2012,baseball player,12/4/12,athletics,r.a. dickey
2012,former us senator,12/5/12,politician,alan simpson
2012,governor of new jersey,12/6/12,politician,chris christie
2012,actor,2/1/12,acting,brad pitt
2012,journalist,2/1/12,media,masha gessen
2012,fbi agent,2/13/12,government,ali soufan
2012,comedian,2/14/12,comedy,ricky gervais
2012,us representative,2/15/12,politician,louise slaughter
2012,us secetary of education,2/16/12,politician,arne duncan
2012,author,2/2/12,media,david agus
2012,author,2/20/12,media,alan huffman & michael rejebian
2012,author,2/20/12,media,alan huffman & michael rejebian
2012,former u.s. senator,2/21/12,politician,russ feingold
2012,historian,2/22/12,academic,bruce bartlett
2012,actor,2/23/12,acting,paul rudd
2012,astrophysicist,2/27/12,science,neil degrasse tyson
2012,writer,2/28/12,media,stephen merchant
2012,professor,3/1/12,academic,m. cathleen kaveny
2012,political advocate,3/12/12,advocacy,grover norquist
2012,actor,3/13/12,acting,will ferrell
2012,film actress,3/14/12,acting,rachel weisz
2012,na,3/15/12,na,none
2012,basketball player,3/26/12,athletics,shaquille o'neal
2012,journalist,3/27/12,media,maria goodavage
2012,journalist,3/28/12,media,ahmed rashid
2012,television host,3/29/12,media,rachel maddow
2012,united states secretary of housing and urban development,3/5/12,politician,shaun donovan
2012,actress,3/6/12,acting,julianne moore
2012,activist,3/7/12,advocacy,cecile richards
2012,author,3/8/12,media,trita parsi
2012,business magnate,4/10/12,business,elon musk
2012,comedian,4/11/12,comedy,ricky gervais
2012,bassist,4/12/12,musician,esperanza spalding
2012,primatologist,4/16/12,science,jane goodall
2012,actress,4/17/12,acting,julia louis-dreyfus
2012,former united states secretary of labor,4/18/12,politician,robert reich
2012,author,4/19/12,media,judy smith
2012,former president of the maldives,4/2/12,politician,mohamed nasheed
2012,business person,4/23/12,business,ben rattray
2012,former united states secretary of state,4/24/12,politician,madeleine albright
2012,actor,4/25/12,acting,jason segel
2012,freelance writer,4/26/12,media,robert draper
2012,attorney,4/3/12,misc,tom goldstein
2012,author,4/30/12,media,zach wahls
2012,law professor,4/4/12,academic,jack goldsmith
2012,chef,4/5/12,misc,anthony bourdain
2012,reporter,4/9/12,media,tim weiner
2012,author,5/1/12,media,david barton
2012,journalist,5/10/12,media,robert caro
2012,us senator,5/2/12,politician,sen. tom coburn
2012,first lady,5/29/12,politician,first lady michelle obama
2012,broadcaster,5/3/12,media,peter bergen
2012,journalist,5/30/12,media,dan rather
2012,actor,5/31/12,acting,jim parsons
2012,character,5/7/12,comedy,admiral general aladeen
2012,us permanent representative to nato,5/8/12,government,ambassador ivo daalder
2012,priest,5/9/12,clergy,john r. hall
2012,mayor of london,6/11/12,politician,boris johnson
2012,former us secretary of defense,6/12/12,politician,colin powell
2012,actress,6/13/12,acting,maggie gyllenhaal
2012,actress,6/14/12,acting,catherine zeta-jones
2012,journalist,6/18/12,media,parmy olson
2012,actor,6/19/12,acting,denis leary
2012,actor,6/20/12,acting,steve carell
2012,satirist,6/21/12,media,bassem youssef
2012,united states senator,6/25/12,politician,marco rubio
2012,television series creator,6/26/12,media,seth macfarlane
2012,actor,6/27/12,acting,andrew garfield
2012,rock duo,6/28/12,musician,tenacious d
2012,author,6/4/12,media,thomas mann & norman ornstein
2012,author,6/4/12,media,thomas mann & norman ornstein
2012,former governor of new mexico,6/5/12,politician,gary johnson
2012,actor,6/6/12,acting,michael fassbender
2012,author,6/7/12,media,edward conard
2012,comedian,7/16/12,comedy,louis c.k.
2012,american football wide receiver,7/17/12,athletics,victor cruz
2012,actress,7/18/12,acting,sigourney weaver
2012,journalist,7/19/12,media,e.j. dionne
2012,journalist,7/23/12,media,fareed zakaria
2012,actor,7/24/12,acting,matthew mcconaughey
2012,economist,7/25/12,academic,joseph stiglitz
2012,stand-up comedian,7/26/12,comedy,zach the erect galifianakis & will ferrell
2012,actor,7/26/12,acting,zach the erect galifianakis & will ferrell
2012,actress,7/30/12,acting,rashida jones
2012,economist,7/31/12,academic,dambisa moyo
2012,journalist,8/1/12,media,fred guterl
2012,actor,8/13/12,acting,robert pattinson
2012,beach volleyball player,8/14/12,athletics,misty may-treanor
2012,journalist,8/15/12,media,brian williams
2012,actor,8/16/12,acting,rob corddry
2012,actress,8/2/12,acting,jessica biel
2012,united states senator,8/28/12,politician,marco rubio
2012,author,8/29/12,media,herman cain
2012,former lieutenant governor of maryland,8/30/12,politician,michael steele
2012,na,8/31/12,na,none
2012,consultant,8/6/12,political aide,tim gunn
2012,author,8/7/12,media,saima wahab
2012,comedian,8/8/12,comedy,chris rock
2012,author,8/9/12,media,joanna brooks
2012,diplomat,9/17/12,government,kofi annan
2012,novelist,9/18/12,media,salman rushdie
2012,product line,9/19/12,misc,pink
2012,us president,9/20/12,politician,bill clinton
2012,king,9/25/12,politician,abdullah ii bin al-hussein
2012,actress,9/26/12,acting,olivia wilde
2012,basketball player,9/27/12,athletics,amar'e stoudemire
2012,journalist,9/4/12,media,tom brokaw
2012,united states senator,9/5/12,politician,kirsten gillibrand
2012,economist,9/6/12,academic,austan goolsbee
2012,na,9/7/12,na,none
2013,actor,1/10/13,acting,josh brolin
2013,musician,1/14/13,musician,roger waters
2013,journalist,1/15/13,media,bob schieffer
2013,actress,1/16/13,acting,jessica chastain
2013,actress,1/17/13,acting,lena dunham
2013,associate justice of the supreme court of the united states,1/21/13,government,sonia sotomayor
2013,actress,1/22/13,acting,jennifer lopez
2013,professor,1/23/13,academic,missy cummings
2013,actor,1/24/13,acting,christopher walken
2013,sportscaster,1/28/13,media,bob costas
2013,actress,1/29/13,acting,melissa mccarthy
2013,former vice president,1/30/13,politician,al gore
2013,actor,1/31/13,acting,jason bateman
2013,actress,1/7/13,acting,anne hathaway
2013,armed forces officer,1/8/13,military,stanley mcchrystal
2013,actor,1/9/13,acting,jeff bridges
2013,actor,10/1/13,acting,david mitchell
2013,biographer,10/10/13,media,brian jay jones
2013,actress,10/2/13,acting,sandra bullock
2013,economist,10/21/13,academic,alan greenspan
2013,journalist,10/22/13,media,malcolm gladwell
2013,columnist,10/23/13,media,charles krauthammer
2013,actor,10/24/13,acting,chiwetel ejiofor
2013,actor,10/28/13,acting,nick offerman
2013,us representative,10/29/13,politician,debbie wasserman schultz
2013,actress,10/3/13,acting,kerry washington
2013,historian,10/30/13,academic,diane ravitch
2013,author,10/31/13,media,mark fainaru-wada
2013,former hhs secretary,10/7/13,politician,kathleen sebelius
2013,activist,10/8/13,advocacy,malala yousafzai
2013,actor,10/9/13,acting,michael fassbender
2013,biographer,11/11/13,media,doris kearns goodwin
2013,former us representative,11/12/13,politician,joe scarborough
2013,actor,11/13/13,acting,keegan-michael key and jordan peele
2013,actor,11/13/13,acting,keegan-michael key and jordan peele
2013,actor,11/14/13,acting,geoffrey rush
2013,actress,11/18/13,acting,elizabeth olsen
2013,comedian,11/19/13,comedy,bill cosby
2013,journalist,11/20/13,media,tom brokaw
2013,actress,11/21/13,acting,jennifer lawrence
2013,journalist,11/4/13,media,bob woodruff
2013,actor,11/5/13,acting,john goodman
2013,author,11/6/13,media,monique brinson demery
2013,film actor,11/7/13,acting,patrick stewart
2013,actress,12/10/13,acting,amy adams
2013,professor,12/11/13,academic,reza aslan
2013,actress,12/12/13,acting,evangeline lilly
2013,film director,12/16/13,media,haifaa al-mansour
2013,businessman,12/17/13,business,erik prince
2013,actor,12/18/13,acting,steve carell, will ferrell, david koechner & paul rudd
2013,actor,12/18/13,acting,steve carell, will ferrell, david koechner & paul rudd
2013,actor,12/18/13,acting,steve carell, will ferrell, david koechner & paul rudd
2013,actor,12/19/13,acting,jonah hill
2013,actor,12/2/13,acting,ian mckellen
2013,actor,12/3/13,acting,jared leto
2013,film director,12/4/13,media,jehane noujaim
2013,journalist,12/5/13,media,jorge ramos
2013,author,12/9/13,media,husain haqqani
2013,white house sommunications director,2/11/13,political aide,george stephanopoulos
2013,baseball player,2/12/13,athletics,mike piazza
2013,afghan politician,2/13/13,politician,fawzia koofi
2013,united states ambassador to the united nations,2/14/13,government,susan rice
2013,actress,2/19/13,acting,alison brie
2013,author,2/20/13,media,helaine olen
2013,journalist,2/21/13,media,steven brill
2013,singer,2/25/13,musician,donnie wahlberg
2013,film director,2/26/13,media,lori silverbush & kristi jacobson
2013,film director,2/26/13,media,lori silverbush & kristi jacobson
2013,filmmaker,2/27/13,media,r. j. cutler
2013,television host,2/28/13,media,rachel maddow
2013,educator,2/4/13,advocacy,michelle rhee
2013,police officer,2/5/13,government,ray kelly
2013,businessman,2/6/13,business,ed whitacre
2013,attorney at law,2/7/13,misc,neil barofsky
2013,actor,3/25/13,acting,peter dinklage
2013,reporter,3/26/13,media,michael moss
2013,actress,3/27/13,acting,eva mendes
2013,journalist,3/28/13,media,denise kiernan
2013,actor,3/4/13,acting,paul rudd
2013,former associate justice of the supreme court of the united states,3/5/13,government,sandra day o'connor
2013,astrophysicist,3/6/13,science,neil degrasse tyson
2013,football coach,3/7/13,athletics,tom coughlin
2013,author,4/1/13,media,mary roach
2013,filmmaker,4/10/13,media,ken burns
2013,television actress,4/11/13,acting,edie falco
2013,actor,4/16/13,acting,tom cruise
2013,comedian,4/17/13,comedy,ricky gervais
2013,journalist,4/18/13,media,mark mazzetti
2013,professor,4/2/13,academic,jonathan sperber
2013,actress,4/22/13,acting,christina hendricks
2013,novelist,4/23/13,media,salman rushdie
2013,satirist,4/24/13,media,bassem youssef
2013,academic,4/25/13,academic,vali nasr
2013,actor,4/29/13,acting,jon hamm
2013,executive,4/3/13,business,sheryl sandberg
2013,actor,4/30/13,acting,robert downey jr.
2013,film director,4/4/13,media,danny boyle
2013,former omb director,4/8/13,government,david stockman
2013,former president,4/9/13,politician,jimmy carter
2013,former us senator,5/1/13,politician,kay bailey hutchison
2013,director,5/13/13,media,j. j. abrams
2013,actor,5/14/13,acting,nathan lane
2013,former united states senator,5/15/13,politician,olympia snowe
2013,journalist,5/16/13,media,george packer
2013,author,5/2/13,media,eric greitens
2013,actress,5/20/13,acting,ellen page
2013,basketball coach,5/21/13,athletics,phil jackson
2013,television host,5/22/13,media,bill o' reilly
2013,actor,5/23/13,acting,morgan freeman
2013,journalist,5/6/13,media,christiane amanpour
2013,actress,5/7/13,acting,mindy kaling
2013,actress,5/8/13,acting,carey mulligan
2013,humorist,5/9/13,media,david sedaris
2013,actor,6/10/13,acting,seth rogen
2013,satirist,6/11/13,media,armando iannucci
2013,singer,6/12/13,musician,mavis staples
2013,journalist,6/13/13,media,fareed zakaria
2013,actress,6/17/13,acting,linda cardellini
2013,comedian,6/18/13,comedy,jim gaffigan
2013,writer,6/19/13,media,dawn porter
2013,journalist,6/20/13,media,tom brokaw
2013,actress,6/24/13,acting,maggie gyllenhaal
2013,drummer,6/25/13,musician,questlove
2013,film director,6/26/13,media,josh fox
2013,attorney,6/27/13,misc,tom goldstein
2013,filmmaker,6/3/13,media,maxim pozdorovkin & mike lerner
2013,filmmaker,6/3/13,media,maxim pozdorovkin & mike lerner
2013,journalist,6/4/13,media,brian williams
2013,speechwriter,6/5/13,political aide,jon favreau
2013,na,6/6/13,na,no guest
2013,screenwriter,7/15/13,media,aaron sorkin
2013,actor,7/16/13,acting,helen mirren
2013,professor,7/17/13,academic,reza aslan
2013,author,7/18/13,media,sarah vowell
2013,comedian,7/22/13,comedy,louis c.k.
2013,diplomat,7/23/13,government,richard haass
2013,actress,7/24/13,acting,shailene woodley
2013,soccer manager,7/25/13,athletics,bob bradley
2013,journalist,7/29/13,media,mark leibovich
2013,consultant,7/30/13,political aide,tim gunn
2013,actor,7/31/13,acting,hank azaria
2013,stand-up comedian,8/1/13,comedy,colin quinn
2013,united states senate member,8/12/13,politician,rand paul
2013,film director,8/13/13,media,joshua oppenheimer
2013,actor,8/14/13,acting,regis philbin
2013,actor,8/15/13,acting,simon pegg
2013,fiction writer,8/5/13,media,neal thompson
2013,actor,8/6/13,acting,liam hemsworth
2013,actress,8/7/13,acting,lake bell
2013,united states senator,8/8/13,politician,kirsten gillibrand
2013,journalist,9/10/13,media,bill dedman
2013,actor,9/11/13,acting,bob odenkirk & david cross
2013,stand-up comedian,9/11/13,comedy,bob odenkirk & david cross
2013,actor,9/12/13,acting,billy crystal
2013,former united states secretary of labor,9/16/13,politician,robert reich
2013,actor,9/17/13,acting,jake gyllenhaal
2013,actor,9/18/13,acting,hugh jackman
2013,coorespondant,9/19/13,media,chelsea clinton
2013,ethologist,9/24/13,academic,richard dawkins
2013,rock band,9/25/13,musician,atoms for peace
2013,actor,9/26/13,acting,robin williams
2013,united nations official,9/3/13,government,andrew harper
2013,television host,9/30/13,media,bill o'reilly
2013,astrophysicist,9/4/13,science,mario livio
2013,actor,9/5/13,acting,michael c. hall
2013,journalist,9/9/13,media,sheri fink
2014,television director,1/13/14,media,roger ross williams
2014,consultant,1/14/14,political aide,tim gunn
2014,united states secretary of defense,1/15/14,politician,robert gates
2014,journalist,1/16/14,media,steven brill
2014,author,1/20/14,media,marilynne roach
2014,author,1/21/14,media,theresa payton
2014,broadcaster,1/22/14,media,hari sreenivasan
2014,journalist,1/23/14,media,anjan sundaram
2014,comedian,1/27/14,comedy,jeff garlin
2014,comedian,1/28/14,comedy,louis c.k.
2014,stunt perfomrer,1/29/14,acting,johnny knoxville
2014,minority leader of the united states house of representatives,1/30/14,politician,nancy pelosi
2014,actor,1/6/14,acting,oscar isaac
2014,actor,1/7/14,acting,steve coogan
2014,director of the consumer financial protection bureau,1/8/14,government,richard cordray
2014,actress,1/9/14,acting,scarlett johansson
2014,actress,10/1/14,acting,lena dunham
2014,columnist,10/13/14,media,matt bai
2014,stand-up comedian,10/14/14,comedy,zach galifianakis
2014,television host,10/15/14,media,bill o'reilly
2014,professor,10/16/14,academic,bryan stevenson
