name,year,team,league,goose_eggs,broken_eggs,mehs,league_average_gpct,ppf,replacement_gpct,gwar,key_retro
mike matthews,2001,sln,nl,4,0,5,0.7404207,99,0.7054207,0.612725,mattm001
jose rijo,2001,cin,nl,1,0,0,0.7320207,105,0.6970206,0.1575493,rijoj001
dennis springer,2001,lan,nl,0,0,0,0.7516207,91,0.7166207,,sprid001
blaine neal,2001,flo,nl,0,0,0,0.7432207,97,0.7082207,,nealb001
tom davey,2001,sdn,nl,9,8,4,0.7502207,92,0.7152207,-1.642551,davet001
kevin brown,2001,lan,nl,0,0,0,0.7516207,91,0.7166207,,browk001
justin atchley,2001,cin,nl,0,1,2,0.7320207,105,0.6970206,-0.3624507,atchj001
carlos zambrano,2001,chn,nl,0,1,0,0.7460207,95,0.7110207,-0.3697308,zambc001
rick white,2001,nyn,nl,11,7,1,0.7446207,96,0.7096207,-0.9220494,whitr002
mike koplove,2001,ari,nl,1,1,0,0.7292207,107,0.6942207,-0.2019895,koplm001
chris nichting,2001,col,nl,0,0,0,0.7082207,122,0.6732207,,nichc002
braden looper,2001,flo,nl,17,4,6,0.7432207,97,0.7082207,1.10623,loopb001
chad fox,2001,mil,nl,20,2,6,0.7404207,99,0.7054207,2.329988,fox-c001
scott sobkowiak,2001,atl,nl,0,0,0,0.7362207,102,0.7012207,,sobks001
dave lee,2001,sdn,nl,2,1,1,0.7502207,92,0.7152207,-0.0757442,lee-d003
hector mercado,2001,cin,nl,2,2,8,0.7320207,105,0.6970206,-0.4098029,merch002
colby lewis,2002,tex,al,4,2,0,0.7216957,107,0.6866956,-0.0624903,lewic001
charles nagy,2002,cle,al,0,0,0,0.7342957,98,0.6992956,,nagyc001
tom martin,2002,tba,al,0,0,0,0.7328957,99,0.6978956,,martt003
danny patterson,2002,det,al,0,2,1,0.7384957,95,0.7034957,-0.7316355,pattd001
luke prokopec,2002,tor,al,0,1,0,0.7258957,104,0.6908957,-0.3592657,prokl001
oscar henriquez,2002,det,al,9,2,1,0.7384957,95,0.7034957,0.6560047,henro001
jon rauch,2002,cha,al,0,0,0,0.7300957,101,0.6950957,,raucj001
jason standridge,2002,tba,al,0,0,0,0.7328957,99,0.6978956,,stanj001
carl sadler,2002,cle,al,1,2,0,0.7342957,98,0.6992956,-0.5709012,sadlc001
nate field,2002,kca,al,0,0,0,0.7160957,111,0.6810957,,fieln001
justin kaye,2002,sea,al,0,0,0,0.7384957,95,0.7034957,,kayej001
brian shouse,2002,kca,al,0,2,0,0.7160957,111,0.6810957,-0.7083395,shoub001
erik bedard,2002,bal,al,0,0,1,0.7370957,96,0.7020956,,bedae001
jay tessmer,2002,nya,al,0,0,0,0.7328957,99,0.6978956,,tessj001
aaron taylor,2002,sea,al,0,1,0,0.7384957,95,0.7034957,-0.3658178,tayla001
dave maurer,2002,cle,al,0,1,0,0.7342957,98,0.6992956,-0.3636337,maurd001
billy wagner,2002,hou,al,34,4,4,0.7244956,105,0.6894956,4.055566,wagnb001
scott erickson,2002,bal,al,0,0,0,0.7370957,96,0.7020956,,erics001
jeremy affeldt,2002,kca,al,8,2,2,0.7160957,111,0.6810957,0.6183026,affej001
steve sparks,2002,det,al,0,0,0,0.7384957,95,0.7034957,,spars001
jeff weaver,2002,nya,al,8,2,0,0.7328957,99,0.6978956,0.5309427,weavj002
dennis cook,2002,ana,al,2,2,3,0.7328957,99,0.6978956,-0.4116229,cookd001
victor zambrano,2002,tba,al,16,4,1,0.7328957,99,0.6978956,1.061885,zambv001
jim parque,2002,cha,al,0,0,0,0.7300957,101,0.6950957,,parqj001
mark lukasiewicz,2002,ana,al,1,1,3,0.7328957,99,0.6978956,-0.2058115,lukam001
roy smith,2002,cle,al,0,0,0,0.7342957,98,0.6992956,,smitr004
pete munro,2002,hou,al,0,0,2,0.7244956,105,0.6894956,,munrp001
pedro borbon,2002,hou,al,7,3,3,0.7244956,105,0.6894956,0.0546227,borbp001
mike venafro,2002,oak,al,3,2,10,0.7356957,97,0.7006956,-0.2618086,venam002
rick bauer,2002,bal,al,17,5,8,0.7370957,96,0.7020956,0.8080258,bauer001
latroy hawkins,2002,min,al,18,2,6,0.7314957,100,0.6964957,2.116445,hawkl001
brandon puffer,2002,hou,al,0,1,1,0.7244956,105,0.6894956,-0.3585377,puffb001
al levine,2002,ana,al,10,8,5,0.7328957,99,0.6978956,-1.332303,levia001
rob bell,2002,tex,al,0,0,0,0.7216957,107,0.6866956,,bellr003
alex herrera,2002,cle,al,1,0,0,0.7342957,98,0.6992956,0.1563663,herra001
jose paniagua,2002,det,al,5,4,3,0.7384957,95,0.7034957,-0.6923597,panij001
sun-woo kim,2002,bos,al,2,1,1,0.7286957,102,0.6936957,-0.0421652,kim-s001
rich rodriguez,2002,tex,al,5,5,6,0.7216957,107,0.6866956,-0.9708173,rodrr004
jason grimsley,2002,kca,al,22,11,5,0.7160957,111,0.6810957,-0.2476012,grimj001
john stephens,2002,bal,al,0,0,0,0.7370957,96,0.7020956,,stepj001
scott cassidy,2002,tor,al,5,10,4,0.7258957,104,0.6908957,-2.788986,casss001
jesus colome,2002,tba,al,9,10,2,0.7328957,99,0.6978956,-2.215209,coloj001
mike fyhrie,2002,oak,al,2,0,1,0.7356957,97,0.7006956,0.3112766,fyhrm001
alan embree,2002,bos,al,13,4,1,0.7286957,102,0.6936957,0.6277304,embra001
doug creek,2002,tba,al,7,2,7,0.7328957,99,0.6978956,0.3738484,creed001
roberto hernandez,2002,kca,al,20,5,3,0.7160957,111,0.6810957,1.545757,hernr001
tim redding,2002,hou,al,0,0,0,0.7244956,105,0.6894956,,reddt001
nelson cruz,2002,hou,al,1,5,0,0.7244956,105,0.6894956,-1.631226,cruzn001
wayne gomes,2002,bos,al,4,2,1,0.7286957,102,0.6936957,-0.0843304,gomew001
antonio osuna,2002,cha,al,14,5,4,0.7300957,101,0.6950957,0.4124548,osuna002
jim mann,2002,hou,al,3,1,0,0.7244956,105,0.6894956,0.1258491,mannj001
t.j. mathews,2002,hou,al,4,0,0,0.7244956,105,0.6894956,0.6458491,matht002
paul abbott,2002,sea,al,0,0,0,0.7384957,95,0.7034957,,abbop001
todd ritchie,2002,cha,al,0,0,0,0.7300957,101,0.6950957,,ritct001
kris keller,2002,det,al,0,0,0,0.7384957,95,0.7034957,,kellk002
fernando rodney,2002,det,al,1,5,2,0.7384957,95,0.7034957,-1.674906,rodnf001
shawn sedlacek,2002,kca,al,0,0,0,0.7160957,111,0.6810957,,sedls001
jose lima,2002,det,al,0,0,0,0.7384957,95,0.7034957,,limaj001
lou pote,2002,ana,al,3,3,0,0.7328957,99,0.6978956,-0.6174344,potel001
eric dubose,2002,bal,al,0,0,0,0.7370957,96,0.7020956,,duboe001
joel pineiro,2002,sea,al,2,0,0,0.7384957,95,0.7034957,0.3083645,pinej001
ugueth urbina,2002,bos,al,25,9,2,0.7286957,102,0.6936957,0.7354604,urbiu001
scott eyre,2002,tor,al,7,4,7,0.7258957,104,0.6908957,-0.3119233,eyres001
sean douglass,2002,bal,al,0,0,0,0.7370957,96,0.7020956,,dougs001
dave burba,2002,tex,al,0,2,0,0.7216957,107,0.6866956,-0.7141635,burbd001
kyle lohse,2002,min,al,0,1,0,0.7314957,100,0.6964957,-0.3621777,lohsk001
dave elder,2002,cle,al,1,3,0,0.7342957,98,0.6992956,-0.9345349,elded001
juan acevedo,2002,det,al,28,5,5,0.7384957,95,0.7034957,2.488014,acevj001
damaso marte,2002,cha,al,21,6,11,0.7300957,101,0.6950957,1.160857,martd004
darren oliver,2002,bos,al,0,0,0,0.7286957,102,0.6936957,,olivd001
terry pearson,2002,det,al,0,0,0,0.7384957,95,0.7034957,,peart001
corey thurman,2002,tor,al,5,3,1,0.7258957,104,0.6908957,-0.274126,thurc001
arthur rhodes,2002,sea,al,35,6,18,0.7384957,95,0.7034957,3.201473,rhoda001
jeriome robertson,2002,hou,al,0,0,0,0.7244956,105,0.6894956,,robej001
rick reed,2002,min,al,0,0,0,0.7314957,100,0.6964957,,reedr002
mike jackson,2002,min,al,19,5,4,0.7314957,100,0.6964957,1.187734,jackm001
jorge julio,2002,bal,al,31,5,7,0.7370957,96,0.7020956,2.97677,julij001
willis roberts,2002,bal,al,19,3,12,0.7370957,96,0.7020956,1.848026,robew001
tony fiore,2002,min,al,12,1,5,0.7314957,100,0.6964957,1.531689,fiort001
nerio rodriguez,2002,cle,al,0,0,0,0.7342957,98,0.6992956,,rodrn001
sean depaula,2002,cle,al,0,0,1,0.7342957,98,0.6992956,,depas001
lance carter,2002,tba,al,4,0,0,0.7328957,99,0.6978956,0.6283771,cartl002
travis driskill,2002,bal,al,2,0,0,0.7370957,96,0.7020956,0.3098205,drist001
brad lidge,2002,hou,al,1,0,0,0.7244956,105,0.6894956,0.1614623,lidgb001
julio mateo,2002,sea,al,0,0,0,0.7384957,95,0.7034957,,matej001
scott mullen,2002,kca,al,8,3,7,0.7160957,111,0.6810957,0.2641329,mulls002
donne wall,2002,ana,al,3,0,0,0.7328957,99,0.6978956,0.4712828,walld002
joaquin benoit,2002,tex,al,0,0,0,0.7216957,107,0.6866956,,benoj001
james baldwin,2002,sea,al,0,0,1,0.7384957,95,0.7034957,,baldj002
kevin frederick,2002,min,al,0,0,0,0.7314957,100,0.6964957,,fredk001
dave burba,2002,cle,al,1,3,0,0.7342957,98,0.6992956,-0.9345349,burbd001
tom gordon,2002,hou,al,6,2,1,0.7244956,105,0.6894956,0.2516982,gordt001
delvin james,2002,tba,al,0,0,0,0.7328957,99,0.6978956,,jamed002
jason jimenez,2002,det,al,0,0,0,0.7384957,95,0.7034957,,jimej002
matt wise,2002,ana,al,0,0,0,0.7328957,99,0.6978956,,wisem001
hipolito pichardo,2002,hou,al,0,1,0,0.7244956,105,0.6894956,-0.3585377,pichh001
ted lilly,2002,nya,al,0,1,0,0.7328957,99,0.6978956,-0.3629057,lillt001
eric eckenstahler,2002,det,al,1,0,0,0.7384957,95,0.7034957,0.1541822,eckee001
mike holtz,2002,oak,al,2,1,1,0.7356957,97,0.7006956,-0.0530852,holtm001
mark hendrickson,2002,tor,al,0,1,1,0.7258957,104,0.6908957,-0.3592657,hendm001
mike thurman,2002,nya,al,0,0,0,0.7328957,99,0.6978956,,thurm002
franklyn german,2002,det,al,3,0,1,0.7384957,95,0.7034957,0.4625467,germf001
eddie guardado,2002,min,al,32,7,5,0.7314957,100,0.6964957,2.515068,guare001
jason davis,2002,cle,al,0,0,0,0.7342957,98,0.6992956,,davij005
francisco rodriguez,2002,ana,al,1,0,0,0.7328957,99,0.6978956,0.1570943,rodrf003
john halama,2002,sea,al,7,1,3,0.7384957,95,0.7034957,0.7134579,halaj001
rafael soriano,2002,sea,al,0,0,0,0.7384957,95,0.7034957,,sorir001
travis harper,2002,tba,al,11,7,1,0.7328957,99,0.6978956,-0.8123033,harpt002
bob wells,2002,min,al,9,1,2,0.7314957,100,0.6964957,1.058223,wellb002
ricardo rincon,2002,cle,al,2,3,5,0.7342957,98,0.6992956,-0.7781687,rincr001
mark wohlers,2002,cle,al,17,8,4,0.7342957,98,0.6992956,-0.2508432,wohlm001
johan santana,2002,min,al,4,1,0,0.7314957,100,0.6964957,0.2691113,santj003
shigetoshi hasegawa,2002,sea,al,17,6,7,0.7384957,95,0.7034957,0.4261917,hases001
pedro borbon,2002,tor,al,2,2,3,0.7258957,104,0.6908957,-0.397063,borbp001
ricardo rincon,2002,oak,al,8,0,5,0.7356957,97,0.7006956,1.245106,rincr001
carlos hernandez,2002,hou,al,0,0,0,0.7244956,105,0.6894956,,hernc004
jeff farnsworth,2002,det,al,5,3,1,0.7384957,95,0.7034957,-0.326542,farnj001
jorge sosa,2002,tba,al,0,0,0,0.7328957,99,0.6978956,,sosaj002
wilson alvarez,2002,tba,al,6,0,1,0.7328957,99,0.6978956,0.9425656,alvaw001
ben weber,2002,ana,al,28,9,4,0.7328957,99,0.6978956,1.132488,webeb001
rocky biddle,2002,cha,al,4,2,2,0.7300957,101,0.6950957,-0.0886984,biddr001
rudy seanez,2002,tex,al,11,8,4,0.7216957,107,0.6866956,-1.064553,seanr001
dennys reyes,2002,tex,al,0,1,1,0.7216957,107,0.6866956,-0.3570817,reyed001
dan plesac,2002,tor,al,4,2,6,0.7258957,104,0.6908957,-0.0755944,plesd001
julio santana,2002,det,al,6,4,4,0.7384957,95,0.7034957,-0.5381774,santj001
aaron myette,2002,tex,al,0,0,0,0.7216957,107,0.6866956,,myeta001
steve karsay,2002,nya,al,32,7,6,0.7328957,99,0.6978956,2.486676,karss001
juan alvarez,2002,tex,al,2,5,6,0.7216957,107,0.6866956,-1.459572,alvaj002
matt perisho,2002,det,al,0,0,0,0.7384957,95,0.7034957,,perim001
gary glover,2002,cha,al,1,1,1,0.7300957,101,0.6950957,-0.2028995,glovg001
scott wiggins,2002,tor,al,0,0,0,0.7258957,104,0.6908957,,wiggs001
bob howry,2002,bos,al,4,3,4,0.7286957,102,0.6936957,-0.4450521,howrb001
jeff tam,2002,oak,al,4,2,1,0.7356957,97,0.7006956,-0.1061703,tam-j001
mike macdougal,2002,kca,al,0,1,0,0.7160957,111,0.6810957,-0.3541698,macdm001
mike magnante,2002,oak,al,1,2,3,0.7356957,97,0.7006956,-0.5730852,magnm001
jay powell,2002,tex,al,14,8,7,0.7216957,107,0.6866956,-0.5757982,powej001
steve woodard,2002,tex,al,0,1,1,0.7216957,107,0.6866956,-0.3570817,woods001
cory lidle,2002,oak,al,0,0,0,0.7356957,97,0.7006956,,lidlc001
blake stein,2002,kca,al,1,2,0,0.7160957,111,0.6810957,-0.5425092,steib002
ryan bukvich,2002,kca,al,4,0,2,0.7160957,111,0.6810957,0.663321,bukvr001
ramiro mendoza,2002,nya,al,21,6,5,0.7328957,99,0.6978956,1.121545,mendr001
aaron harang,2002,oak,al,0,0,0,0.7356957,97,0.7006956,,haraa001
chris haney,2002,bos,al,4,0,4,0.7286957,102,0.6936957,0.637113,hanec001
brian fitzgerald,2002,sea,al,0,0,0,0.7384957,95,0.7034957,,fitzb001
c.j. nitkowski,2002,tex,al,0,1,1,0.7216957,107,0.6866956,-0.3570817,nitkc001
rodrigo lopez,2002,bal,al,3,0,0,0.7370957,96,0.7020956,0.4647308,loper001
terry mulholland,2002,cle,al,4,1,0,0.7342957,98,0.6992956,0.2618314,mulht001
brendan donnelly,2002,ana,al,16,2,7,0.7328957,99,0.6978956,1.787697,donnb001
doug creek,2002,sea,al,1,1,1,0.7384957,95,0.7034957,-0.2116355,creed001
kazuhiro sasaki,2002,sea,al,24,9,3,0.7384957,95,0.7034957,0.4080145,sasak001
ricky stone,2002,hou,al,12,5,5,0.7244956,105,0.6894956,0.1448589,stonr001
jason jimenez,2002,tba,al,0,0,0,0.7328957,99,0.6978956,,jimej002
jake westbrook,2002,cle,al,3,1,0,0.7342957,98,0.6992956,0.1054651,westj001
j.c. romero,2002,min,al,33,5,10,0.7314957,100,0.6964957,3.397246,romej001
rolando arrojo,2002,bos,al,6,2,2,0.7286957,102,0.6936957,0.234226,arror001
scott schoeneweis,2002,ana,al,7,4,5,0.7328957,99,0.6978956,-0.3519632,schos001
chad paronto,2002,cle,al,2,1,1,0.7342957,98,0.6992956,-0.0509012,paroc001
dave mlicki,2002,hou,al,0,1,0,0.7244956,105,0.6894956,-0.3585377,mlicd001
bob wickman,2002,cle,al,13,3,1,0.7342957,98,0.6992956,0.9418603,wickb001
octavio dotel,2002,hou,al,38,10,5,0.7244956,105,0.6894956,2.55019,doteo001
chad bradford,2002,oak,al,14,4,10,0.7356957,97,0.7006956,0.721489,bradc001
jerrod riggan,2002,cle,al,1,1,0,0.7342957,98,0.6992956,-0.2072675,riggj001
mike stanton,2002,nya,al,19,4,9,0.7328957,99,0.6978956,1.533168,stanm003
miguel asencio,2002,kca,al,0,0,0,0.7160957,111,0.6810957,,asenm001
matt ginter,2002,cha,al,0,0,0,0.7300957,101,0.6950957,,gintm001
willie banks,2002,bos,al,0,2,1,0.7286957,102,0.6936957,-0.7214435,bankw001
travis miller,2002,min,al,0,0,0,0.7314957,100,0.6964957,,millt001
anthony telford,2002,tex,al,3,2,2,0.7216957,107,0.6866956,-0.2254086,telfa001
matt kinney,2002,min,al,0,0,0,0.7314957,100,0.6964957,,kinnm002
pasqual coco,2002,tor,al,0,1,0,0.7258957,104,0.6908957,-0.3592657,cocop001
orlando hernandez,2002,nya,al,1,0,0,0.7328957,99,0.6978956,0.1570943,herno001
buddy groom,2002,bal,al,26,4,12,0.7370957,96,0.7020956,2.567308,groob001
mike porzio,2002,cha,al,0,1,3,0.7300957,101,0.6950957,-0.3614497,porzm001
dan reichert,2002,kca,al,3,3,4,0.7160957,111,0.6810957,-0.5650185,reicd001
yorkis perez,2002,bal,al,1,0,2,0.7370957,96,0.7020956,0.1549103,perey001
scott linebrink,2002,hou,al,0,0,2,0.7244956,105,0.6894956,,lines001
jason phillips,2002,cle,al,0,0,0,0.7342957,98,0.6992956,,philj002
brad voyles,2002,kca,al,2,2,3,0.7160957,111,0.6810957,-0.376679,voylb001
pete walker,2002,tor,al,1,0,2,0.7258957,104,0.6908957,0.1607343,walkp001
jason beverlin,2002,cle,al,0,0,0,0.7342957,98,0.6992956,,bevej001
mac suzuki,2002,kca,al,1,1,0,0.7160957,111,0.6810957,-0.1883395,suzum001
david riske,2002,cle,al,6,1,3,0.7342957,98,0.6992956,0.5745639,riskd001
bob howry,2002,cha,al,8,3,5,0.7300957,101,0.6950957,0.184053,howrb001
cliff politte,2002,tor,al,25,4,4,0.7258957,104,0.6908957,2.581293,polic001
sterling hitchcock,2002,nya,al,2,3,0,0.7328957,99,0.6978956,-0.7745287,hitcs001
bob file,2002,tor,al,0,1,1,0.7258957,104,0.6908957,-0.3592657,fileb001
brandon lyon,2002,tor,al,1,1,1,0.7258957,104,0.6908957,-0.1985315,lyonb003
juan rincon,2002,min,al,0,1,0,0.7314957,100,0.6964957,-0.3621777,rincj001
steve bechler,2002,bal,al,0,0,0,0.7370957,96,0.7020956,,bechs001
keith foulke,2002,cha,al,20,5,6,0.7300957,101,0.6950957,1.363757,foulk001
todd van poppel,2002,tex,al,2,3,2,0.7216957,107,0.6866956,-0.7454087,vanpt001
cory bailey,2002,kca,al,5,7,4,0.7160957,111,0.6810957,-1.650037,bailc001
justin miller,2002,tor,al,0,0,1,0.7258957,104,0.6908957,,millj002
francisco cordero,2002,tex,al,12,2,3,0.7216957,107,0.6866956,1.240856,cordf002
john rocker,2002,tex,al,8,5,3,0.7216957,107,0.6866956,-0.4820623,rockj001
kelvim escobar,2002,tor,al,29,12,6,0.7258957,104,0.6908957,0.3501038,escok001
frank castillo,2002,bos,al,6,1,1,0.7286957,102,0.6936957,0.5949478,castf001
adam bernero,2002,det,al,3,2,1,0.7384957,95,0.7034957,-0.2690887,berna001
chris brock,2002,bal,al,0,1,0,0.7370957,96,0.7020956,-0.3650897,brocc001
dan kolb,2002,tex,al,9,8,2,0.7216957,107,0.6866956,-1.390389,kolbd001
randy flores,2002,tex,al,2,0,1,0.7216957,107,0.6866956,0.3258365,florr001
jeff nelson,2002,sea,al,15,5,3,0.7384957,95,0.7034957,0.4836449,nelsj001
paul shuey,2002,cle,al,12,2,1,0.7342957,98,0.6992956,1.149128,shuep001
dustin hermanson,2002,bos,al,1,3,0,0.7286957,102,0.6936957,-0.922887,hermd001
lorenzo barcelo,2002,cha,al,0,1,0,0.7300957,101,0.6950957,-0.3614497,barcl001
jamie walker,2002,det,al,10,3,4,0.7384957,95,0.7034957,0.4443693,walkj001
tim wakefield,2002,bos,al,13,5,1,0.7286957,102,0.6936957,0.2670085,waket001
hideki irabu,2002,tex,al,19,9,1,0.7216957,107,0.6866956,-0.1182888,irabh001
jeff austin,2002,kca,al,0,0,1,0.7160957,111,0.6810957,,austj002
randy choate,2002,nya,al,0,0,0,0.7328957,99,0.6978956,,choar001
billy koch,2002,oak,al,45,10,6,0.7356957,97,0.7006956,3.360105,kochb001
reynaldo garcia,2002,tex,al,0,0,0,0.7216957,107,0.6866956,,garcr003
mike trombley,2002,min,al,0,0,0,0.7314957,100,0.6964957,,tromm001
travis phelps,2002,tba,al,4,2,1,0.7328957,99,0.6978956,-0.0974344,phelt001
brian bowles,2002,tor,al,2,0,0,0.7258957,104,0.6908957,0.3214685,bowlb001
brandon backe,2002,tba,al,0,0,0,0.7328957,99,0.6978956,,backb001
rich garces,2002,bos,al,5,1,1,0.7286957,102,0.6936957,0.4356695,garcr001
dan miceli,2002,tex,al,0,4,2,0.7216957,107,0.6866956,-1.428327,miced001
darrell may,2002,kca,al,2,2,0,0.7160957,111,0.6810957,-0.376679,may-d002
mariano rivera,2002,nya,al,22,5,3,0.7328957,99,0.6978956,1.641545,rivem002
adrian hernandez,2002,nya,al,0,0,0,0.7328957,99,0.6978956,,herna002
heath murray,2002,cle,al,0,2,0,0.7342957,98,0.6992956,-0.7272674,murrh001
felix heredia,2002,tor,al,4,4,3,0.7258957,104,0.6908957,-0.794126,heref001
chris michalak,2002,tex,al,1,1,0,0.7216957,107,0.6866956,-0.1941635,michc001
jack cressend,2002,min,al,3,1,0,0.7314957,100,0.6964957,0.111289,cresj001
brandon knight,2002,nya,al,0,0,0,0.7328957,99,0.6978956,,knigb001
calvin maduro,2002,bal,al,0,0,0,0.7370957,96,0.7020956,,maduc001
joe rodriguez,2002,min,al,0,1,0,0.7314957,100,0.6964957,-0.3621777,rodrj001
jeremy hill,2002,kca,al,2,1,0,0.7160957,111,0.6810957,-0.0225092,hillj001
josh towers,2002,bal,al,0,0,0,0.7370957,96,0.7020956,,towej001
kris wilson,2002,kca,al,2,2,0,0.7160957,111,0.6810957,-0.376679,wilsk001
kelly wunsch,2002,cha,al,3,1,7,0.7300957,101,0.6950957,0.114201,wunsk001
jason kershner,2002,tor,al,1,0,0,0.7258957,104,0.6908957,0.1607343,kersj001
b.j. ryan,2002,bal,al,11,3,6,0.7370957,96,0.7020956,0.6087437,ryanb001
josh hancock,2002,bos,al,0,0,0,0.7286957,102,0.6936957,,hancj001
scot shields,2002,ana,al,8,4,0,0.7328957,99,0.6978956,-0.1948687,shies002
mark watson,2002,sea,al,1,0,1,0.7384957,95,0.7034957,0.1541822,watsm001
jaret wright,2002,cle,al,0,0,0,0.7342957,98,0.6992956,,wrigj002
steve kent,2002,tba,al,0,2,2,0.7328957,99,0.6978956,-0.7258115,kents001
ted lilly,2002,oak,al,0,0,0,0.7356957,97,0.7006956,,lillt001
matt anderson,2002,det,al,3,2,0,0.7384957,95,0.7034957,-0.2690887,andem002
micah bowie,2002,oak,al,4,0,0,0.7356957,97,0.7006956,0.6225531,bowim001
troy percival,2002,ana,al,33,2,4,0.7328957,99,0.6978956,4.458299,perct001
brian powell,2002,det,al,1,0,0,0.7384957,95,0.7034957,0.1541822,poweb001
ryan franklin,2002,sea,al,6,2,2,0.7384957,95,0.7034957,0.193458,franr001
casey fossum,2002,bos,al,5,1,0,0.7286957,102,0.6936957,0.4356695,fossc001
lee gardner,2002,tba,al,4,1,1,0.7328957,99,0.6978956,0.2654713,gardl001
danys baez,2002,cle,al,6,0,2,0.7342957,98,0.6992956,0.9381976,baezd001
matt miller,2002,det,al,0,0,0,0.7384957,95,0.7034957,,millm001
erik sabel,2002,det,al,0,0,0,0.7384957,95,0.7034957,,sabee001
jim mecir,2002,oak,al,24,9,5,0.7356957,97,0.7006956,0.4560633,mecij001
esteban yan,2002,tba,al,32,14,3,0.7328957,99,0.6978956,-0.0536635,yan-e001
roy oswalt,2002,hou,al,0,0,0,0.7244956,105,0.6894956,,oswar001
mike smith,2002,tor,al,0,0,1,0.7258957,104,0.6908957,,smitm005
steve smyth,2002,chn,nl,0,0,0,0.751166,98,0.716166,,smyts001
darren holmes,2002,atl,nl,10,4,3,0.746966,101,0.711966,0.0168878,holmd001
tomo ohka,2002,mon,nl,0,1,0,0.744166,103,0.709166,-0.3687663,ohkat001
ray king,2002,mil,nl,8,3,6,0.749766,99,0.714766,0.0715388,kingr001
vladimir nunez,2002,flo,nl,37,13,6,0.751166,98,0.716166,0.6196853,nunev001
paul quantrill,2002,lan,nl,20,8,9,0.759566,92,0.724566,-0.1496805,quanp001
tim drew,2002,mon,nl,2,0,1,0.744166,103,0.709166,0.3024674,drewt001
jeff d'amico,2002,nyn,nl,0,0,0,0.752566,97,0.717566,,damij001
chris hammond,2002,atl,nl,26,3,6,0.746966,101,0.711966,2.783553,hammc001
todd jones,2002,col,nl,37,6,4,0.725966,116,0.690966,3.790001,jonet003
mark corey,2002,nyn,nl,0,3,0,0.752566,97,0.717566,-1.119403,corem001
robb nen,2002,sfn,nl,40,8,4,0.756766,94,0.721766,2.78472,nen-r001
tyler walker,2002,nyn,nl,0,0,0,0.752566,97,0.717566,,walkt003
jim brower,2002,cin,nl,1,1,0,0.741366,105,0.7063659,-0.2146206,browj003
mike fetters,2002,ari,nl,6,5,4,0.732966,111,0.697966,-0.8723653,fettm001
chad zerbe,2002,sfn,nl,1,3,3,0.756766,94,0.721766,-0.9812733,zerbc001
victor alvarez,2002,lan,nl,0,0,0,0.759566,92,0.724566,,alvav001
jeff williams,2002,lan,nl,0,0,0,0.759566,92,0.724566,,willj002
byung-hyun kim,2002,ari,nl,39,7,4,0.732966,111,0.697966,3.584653,kim-b001
kevin millwood,2002,atl,nl,0,0,0,0.746966,101,0.711966,,millk004
brian lawrence,2002,sdn,nl,3,1,0,0.760966,91,0.725966,0.0499908,lawrb001
jason isringhausen,2002,sln,nl,30,7,2,0.752566,97,0.717566,1.794031,isrij001
shane nance,2002,mil,nl,0,0,0,0.749766,99,0.714766,,nancs001
curt schilling,2002,ari,nl,0,0,0,0.732966,111,0.697966,,schic002
bobby jones,2002,sdn,nl,3,1,0,0.760966,91,0.725966,0.0499908,joneb004
dave coggin,2002,phi,nl,5,2,2,0.756766,94,0.721766,-0.0272282,coggd001
brian fuentes,2002,col,nl,2,0,0,0.725966,116,0.690966,0.3213954,fuenb001
mike fetters,2002,pit,nl,4,2,2,0.744166,103,0.709166,-0.1325978,fettm001
ed vosberg,2002,mon,nl,0,0,0,0.744166,103,0.709166,,vosbe001
scott strickland,2002,mon,nl,0,0,0,0.744166,103,0.709166,,stris001
gabe white,2002,cin,nl,16,3,9,0.741366,105,0.7063659,1.341105,whitg001
mike koplove,2002,ari,nl,12,4,4,0.732966,111,0.697966,0.432923,koplm001
carl pavano,2002,mon,nl,0,0,0,0.744166,103,0.709166,,pavac001
scott strickland,2002,nyn,nl,19,10,6,0.752566,97,0.717566,-0.9408947,stris001
paul shuey,2002,lan,nl,6,2,4,0.759566,92,0.724566,0.1058055,shuep001
mike matthews,2002,mil,nl,0,0,0,0.749766,99,0.714766,,mattm001
mike timlin,2002,sln,nl,9,4,3,0.752566,97,0.717566,-0.1707457,timlm001
armando reynoso,2002,ari,nl,0,0,0,0.732966,111,0.697966,,reyna001
jae seo,2002,nyn,nl,0,0,0,0.752566,97,0.717566,,seo-j001
jose cabrera,2002,mil,nl,3,3,3,0.749766,99,0.714766,-0.6700698,cabrj001
gary knotts,2002,flo,nl,5,2,1,0.751166,98,0.716166,-0.006844,knotg001
jesus sanchez,2002,chn,nl,0,0,0,0.751166,98,0.716166,,sancj001
alan embree,2002,sdn,nl,12,3,4,0.760966,91,0.725966,0.5774655,embra001
al reyes,2002,pit,nl,0,1,1,0.744166,103,0.709166,-0.3687663,reyea001
ron villone,2002,pit,nl,1,1,2,0.744166,103,0.709166,-0.2175326,villr001
joe roa,2002,phi,nl,0,0,0,0.756766,94,0.721766,,roa-j001
rick white,2002,sln,nl,6,2,4,0.752566,97,0.717566,0.1349256,whitr002
jose rijo,2002,cin,nl,2,0,0,0.741366,105,0.7063659,0.3053794,rijoj001
